Tonic,Scale_Type,FL_Stamp,Degree,Roman,PitchClass,MIDI,Frequency_Hz,Semitone_Offset,Cents_from_Tonic,ET_Ratio,Interval_Label,Hue_deg,Color_Name,Hex,Emotion_Primary,Valence,Arousal
Bb,Melodic Minor (Descending=Nat),Natural Minor,6,VI,Gb,78,739.98885,8,800,2^(8/12),m6,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Bb,Melodic Minor (Descending=Nat),Natural Minor,7,VII,Ab,80,830.6094,10,1000,2^(10/12),m7,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Eb,Ionian (Major),Major,1,I,Eb,63,311.12698,0,0,2^(0/12),P1,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Eb,Ionian (Major),Major,2,II,F,65,349.22823,2,200,2^(2/12),M2,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Eb,Ionian (Major),Major,3,III,G,67,391.99544,4,400,2^(4/12),M3,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
Eb,Ionian (Major),Major,4,IV,Ab,68,415.3047,5,500,2^(5/12),P4,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Eb,Ionian (Major),Major,5,V,Bb,70,466.16376,7,700,2^(7/12),P5,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Eb,Ionian (Major),Major,6,VI,C,72,523.25113,9,900,2^(9/12),M6,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Eb,Ionian (Major),Major,7,VII,D,74,587.32954,11,1100,2^(11/12),M7,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
Eb,Dorian,Dorian,1,I,Eb,63,311.12698,0,0,2^(0/12),P1,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Eb,Dorian,Dorian,2,II,F,65,349.22823,2,200,2^(2/12),M2,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Eb,Dorian,Dorian,3,III,Gb,66,369.99442,3,300,2^(3/12),m3,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Eb,Dorian,Dorian,4,IV,Ab,68,415.3047,5,500,2^(5/12),P4,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Eb,Dorian,Dorian,5,V,Bb,70,466.16376,7,700,2^(7/12),P5,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Eb,Dorian,Dorian,6,VI,C,72,523.25113,9,900,2^(9/12),M6,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Eb,Dorian,Dorian,7,VII,Db,73,554.36526,10,1000,2^(10/12),m7,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Eb,Phrygian,Phrygian,1,I,Eb,63,311.12698,0,0,2^(0/12),P1,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Eb,Phrygian,Phrygian,2,II,E,64,329.62756,1,100,2^(1/12),m2,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
Eb,Phrygian,Phrygian,3,III,Gb,66,369.99442,3,300,2^(3/12),m3,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Eb,Phrygian,Phrygian,4,IV,Ab,68,415.3047,5,500,2^(5/12),P4,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Eb,Phrygian,Phrygian,5,V,Bb,70,466.16376,7,700,2^(7/12),P5,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Eb,Phrygian,Phrygian,6,VI,B,71,493.8833,8,800,2^(8/12),m6,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Eb,Phrygian,Phrygian,7,VII,Db,73,554.36526,10,1000,2^(10/12),m7,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Eb,Lydian,Lydian,1,I,Eb,63,311.12698,0,0,2^(0/12),P1,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Eb,Lydian,Lydian,2,II,F,65,349.22823,2,200,2^(2/12),M2,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Eb,Lydian,Lydian,3,III,G,67,391.99544,4,400,2^(4/12),M3,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
Eb,Lydian,Lydian,4,IV,A,69,440.0,6,600,2^(6/12),TT,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
Eb,Lydian,Lydian,5,V,Bb,70,466.16376,7,700,2^(7/12),P5,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Eb,Lydian,Lydian,6,VI,C,72,523.25113,9,900,2^(9/12),M6,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Eb,Lydian,Lydian,7,VII,D,74,587.32954,11,1100,2^(11/12),M7,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
Eb,Mixolydian,Mixolydian,1,I,Eb,63,311.12698,0,0,2^(0/12),P1,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Eb,Mixolydian,Mixolydian,2,II,F,65,349.22823,2,200,2^(2/12),M2,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Eb,Mixolydian,Mixolydian,3,III,G,67,391.99544,4,400,2^(4/12),M3,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
Eb,Mixolydian,Mixolydian,4,IV,Ab,68,415.3047,5,500,2^(5/12),P4,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Eb,Mixolydian,Mixolydian,5,V,Bb,70,466.16376,7,700,2^(7/12),P5,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Eb,Mixolydian,Mixolydian,6,VI,C,72,523.25113,9,900,2^(9/12),M6,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Eb,Mixolydian,Mixolydian,7,VII,Db,73,554.36526,10,1000,2^(10/12),m7,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Eb,Aeolian (Natural Minor),Natural Minor,1,I,Eb,63,311.12698,0,0,2^(0/12),P1,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Eb,Aeolian (Natural Minor),Natural Minor,2,II,F,65,349.22823,2,200,2^(2/12),M2,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Eb,Aeolian (Natural Minor),Natural Minor,3,III,Gb,66,369.99442,3,300,2^(3/12),m3,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Eb,Aeolian (Natural Minor),Natural Minor,4,IV,Ab,68,415.3047,5,500,2^(5/12),P4,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Eb,Aeolian (Natural Minor),Natural Minor,5,V,Bb,70,466.16376,7,700,2^(7/12),P5,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Eb,Aeolian (Natural Minor),Natural Minor,6,VI,B,71,493.8833,8,800,2^(8/12),m6,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Eb,Aeolian (Natural Minor),Natural Minor,7,VII,Db,73,554.36526,10,1000,2^(10/12),m7,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Eb,Locrian,Locrian,1,I,Eb,63,311.12698,0,0,2^(0/12),P1,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Eb,Locrian,Locrian,2,II,E,64,329.62756,1,100,2^(1/12),m2,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
Eb,Locrian,Locrian,3,III,Gb,66,369.99442,3,300,2^(3/12),m3,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Eb,Locrian,Locrian,4,IV,Ab,68,415.3047,5,500,2^(5/12),P4,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Eb,Locrian,Locrian,5,V,A,69,440.0,6,600,2^(6/12),TT,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
Eb,Locrian,Locrian,6,VI,B,71,493.8833,8,800,2^(8/12),m6,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Eb,Locrian,Locrian,7,VII,Db,73,554.36526,10,1000,2^(10/12),m7,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Eb,Harmonic Minor,Harmonic Minor,1,I,Eb,63,311.12698,0,0,2^(0/12),P1,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Eb,Harmonic Minor,Harmonic Minor,2,II,F,65,349.22823,2,200,2^(2/12),M2,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Eb,Harmonic Minor,Harmonic Minor,3,III,Gb,66,369.99442,3,300,2^(3/12),m3,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Eb,Harmonic Minor,Harmonic Minor,4,IV,Ab,68,415.3047,5,500,2^(5/12),P4,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Eb,Harmonic Minor,Harmonic Minor,5,V,Bb,70,466.16376,7,700,2^(7/12),P5,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Eb,Harmonic Minor,Harmonic Minor,6,VI,B,71,493.8833,8,800,2^(8/12),m6,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Eb,Harmonic Minor,Harmonic Minor,7,VII,D,74,587.32954,11,1100,2^(11/12),M7,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
Eb,Melodic Minor (Ascending),Melodic Minor,1,I,Eb,63,311.12698,0,0,2^(0/12),P1,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Eb,Melodic Minor (Ascending),Melodic Minor,2,II,F,65,349.22823,2,200,2^(2/12),M2,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Eb,Melodic Minor (Ascending),Melodic Minor,3,III,Gb,66,369.99442,3,300,2^(3/12),m3,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Eb,Melodic Minor (Ascending),Melodic Minor,4,IV,Ab,68,415.3047,5,500,2^(5/12),P4,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Eb,Melodic Minor (Ascending),Melodic Minor,5,V,Bb,70,466.16376,7,700,2^(7/12),P5,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Eb,Melodic Minor (Ascending),Melodic Minor,6,VI,C,72,523.25113,9,900,2^(9/12),M6,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Eb,Melodic Minor (Ascending),Melodic Minor,7,VII,D,74,587.32954,11,1100,2^(11/12),M7,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
Eb,Melodic Minor (Descending=Nat),Natural Minor,1,I,Eb,63,311.12698,0,0,2^(0/12),P1,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Eb,Melodic Minor (Descending=Nat),Natural Minor,2,II,F,65,349.22823,2,200,2^(2/12),M2,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Eb,Melodic Minor (Descending=Nat),Natural Minor,3,III,Gb,66,369.99442,3,300,2^(3/12),m3,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Eb,Melodic Minor (Descending=Nat),Natural Minor,4,IV,Ab,68,415.3047,5,500,2^(5/12),P4,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Eb,Melodic Minor (Descending=Nat),Natural Minor,5,V,Bb,70,466.16376,7,700,2^(7/12),P5,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Eb,Melodic Minor (Descending=Nat),Natural Minor,6,VI,B,71,493.8833,8,800,2^(8/12),m6,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Eb,Melodic Minor (Descending=Nat),Natural Minor,7,VII,Db,73,554.36526,10,1000,2^(10/12),m7,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Ab,Ionian (Major),Major,1,I,Ab,68,415.3047,0,0,2^(0/12),P1,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Ab,Ionian (Major),Major,2,II,Bb,70,466.16376,2,200,2^(2/12),M2,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Ab,Ionian (Major),Major,3,III,C,72,523.25113,4,400,2^(4/12),M3,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Ab,Ionian (Major),Major,4,IV,Db,73,554.36526,5,500,2^(5/12),P4,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Ab,Ionian (Major),Major,5,V,Eb,75,622.25397,7,700,2^(7/12),P5,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Ab,Ionian (Major),Major,6,VI,F,77,698.45646,9,900,2^(9/12),M6,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Ab,Ionian (Major),Major,7,VII,G,79,783.99087,11,1100,2^(11/12),M7,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
Ab,Dorian,Dorian,1,I,Ab,68,415.3047,0,0,2^(0/12),P1,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Ab,Dorian,Dorian,2,II,Bb,70,466.16376,2,200,2^(2/12),M2,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Ab,Dorian,Dorian,3,III,B,71,493.8833,3,300,2^(3/12),m3,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Ab,Dorian,Dorian,4,IV,Db,73,554.36526,5,500,2^(5/12),P4,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Ab,Dorian,Dorian,5,V,Eb,75,622.25397,7,700,2^(7/12),P5,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Ab,Dorian,Dorian,6,VI,F,77,698.45646,9,900,2^(9/12),M6,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Ab,Dorian,Dorian,7,VII,Gb,78,739.98885,10,1000,2^(10/12),m7,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Ab,Phrygian,Phrygian,1,I,Ab,68,415.3047,0,0,2^(0/12),P1,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Ab,Phrygian,Phrygian,2,II,A,69,440.0,1,100,2^(1/12),m2,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
Ab,Phrygian,Phrygian,3,III,B,71,493.8833,3,300,2^(3/12),m3,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Ab,Phrygian,Phrygian,4,IV,Db,73,554.36526,5,500,2^(5/12),P4,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Ab,Phrygian,Phrygian,5,V,Eb,75,622.25397,7,700,2^(7/12),P5,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Ab,Phrygian,Phrygian,6,VI,E,76,659.25511,8,800,2^(8/12),m6,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
Ab,Phrygian,Phrygian,7,VII,Gb,78,739.98885,10,1000,2^(10/12),m7,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Ab,Lydian,Lydian,1,I,Ab,68,415.3047,0,0,2^(0/12),P1,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Ab,Lydian,Lydian,2,II,Bb,70,466.16376,2,200,2^(2/12),M2,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Ab,Lydian,Lydian,3,III,C,72,523.25113,4,400,2^(4/12),M3,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Ab,Lydian,Lydian,4,IV,D,74,587.32954,6,600,2^(6/12),TT,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
Ab,Lydian,Lydian,5,V,Eb,75,622.25397,7,700,2^(7/12),P5,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Ab,Lydian,Lydian,6,VI,F,77,698.45646,9,900,2^(9/12),M6,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Ab,Lydian,Lydian,7,VII,G,79,783.99087,11,1100,2^(11/12),M7,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
Ab,Mixolydian,Mixolydian,1,I,Ab,68,415.3047,0,0,2^(0/12),P1,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Ab,Mixolydian,Mixolydian,2,II,Bb,70,466.16376,2,200,2^(2/12),M2,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Ab,Mixolydian,Mixolydian,3,III,C,72,523.25113,4,400,2^(4/12),M3,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Ab,Mixolydian,Mixolydian,4,IV,Db,73,554.36526,5,500,2^(5/12),P4,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Ab,Mixolydian,Mixolydian,5,V,Eb,75,622.25397,7,700,2^(7/12),P5,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Ab,Mixolydian,Mixolydian,6,VI,F,77,698.45646,9,900,2^(9/12),M6,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Ab,Mixolydian,Mixolydian,7,VII,Gb,78,739.98885,10,1000,2^(10/12),m7,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Ab,Aeolian (Natural Minor),Natural Minor,1,I,Ab,68,415.3047,0,0,2^(0/12),P1,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Ab,Aeolian (Natural Minor),Natural Minor,2,II,Bb,70,466.16376,2,200,2^(2/12),M2,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Ab,Aeolian (Natural Minor),Natural Minor,3,III,B,71,493.8833,3,300,2^(3/12),m3,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Ab,Aeolian (Natural Minor),Natural Minor,4,IV,Db,73,554.36526,5,500,2^(5/12),P4,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Ab,Aeolian (Natural Minor),Natural Minor,5,V,Eb,75,622.25397,7,700,2^(7/12),P5,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Ab,Aeolian (Natural Minor),Natural Minor,6,VI,E,76,659.25511,8,800,2^(8/12),m6,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
Ab,Aeolian (Natural Minor),Natural Minor,7,VII,Gb,78,739.98885,10,1000,2^(10/12),m7,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Ab,Locrian,Locrian,1,I,Ab,68,415.3047,0,0,2^(0/12),P1,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Ab,Locrian,Locrian,2,II,A,69,440.0,1,100,2^(1/12),m2,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
Ab,Locrian,Locrian,3,III,B,71,493.8833,3,300,2^(3/12),m3,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Ab,Locrian,Locrian,4,IV,Db,73,554.36526,5,500,2^(5/12),P4,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Ab,Locrian,Locrian,5,V,D,74,587.32954,6,600,2^(6/12),TT,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
Ab,Locrian,Locrian,6,VI,E,76,659.25511,8,800,2^(8/12),m6,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
Ab,Locrian,Locrian,7,VII,Gb,78,739.98885,10,1000,2^(10/12),m7,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Ab,Harmonic Minor,Harmonic Minor,1,I,Ab,68,415.3047,0,0,2^(0/12),P1,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Ab,Harmonic Minor,Harmonic Minor,2,II,Bb,70,466.16376,2,200,2^(2/12),M2,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Ab,Harmonic Minor,Harmonic Minor,3,III,B,71,493.8833,3,300,2^(3/12),m3,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Ab,Harmonic Minor,Harmonic Minor,4,IV,Db,73,554.36526,5,500,2^(5/12),P4,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Ab,Harmonic Minor,Harmonic Minor,5,V,Eb,75,622.25397,7,700,2^(7/12),P5,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Ab,Harmonic Minor,Harmonic Minor,6,VI,E,76,659.25511,8,800,2^(8/12),m6,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
Ab,Harmonic Minor,Harmonic Minor,7,VII,G,79,783.99087,11,1100,2^(11/12),M7,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
Ab,Melodic Minor (Ascending),Melodic Minor,1,I,Ab,68,415.3047,0,0,2^(0/12),P1,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Ab,Melodic Minor (Ascending),Melodic Minor,2,II,Bb,70,466.16376,2,200,2^(2/12),M2,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Ab,Melodic Minor (Ascending),Melodic Minor,3,III,B,71,493.8833,3,300,2^(3/12),m3,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Ab,Melodic Minor (Ascending),Melodic Minor,4,IV,Db,73,554.36526,5,500,2^(5/12),P4,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Ab,Melodic Minor (Ascending),Melodic Minor,5,V,Eb,75,622.25397,7,700,2^(7/12),P5,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Ab,Melodic Minor (Ascending),Melodic Minor,6,VI,F,77,698.45646,9,900,2^(9/12),M6,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Ab,Melodic Minor (Ascending),Melodic Minor,7,VII,G,79,783.99087,11,1100,2^(11/12),M7,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
Ab,Melodic Minor (Descending=Nat),Natural Minor,1,I,Ab,68,415.3047,0,0,2^(0/12),P1,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Ab,Melodic Minor (Descending=Nat),Natural Minor,2,II,Bb,70,466.16376,2,200,2^(2/12),M2,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Ab,Melodic Minor (Descending=Nat),Natural Minor,3,III,B,71,493.8833,3,300,2^(3/12),m3,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Ab,Melodic Minor (Descending=Nat),Natural Minor,4,IV,Db,73,554.36526,5,500,2^(5/12),P4,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Ab,Melodic Minor (Descending=Nat),Natural Minor,5,V,Eb,75,622.25397,7,700,2^(7/12),P5,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Ab,Melodic Minor (Descending=Nat),Natural Minor,6,VI,E,76,659.25511,8,800,2^(8/12),m6,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
Ab,Melodic Minor (Descending=Nat),Natural Minor,7,VII,Gb,78,739.98885,10,1000,2^(10/12),m7,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
